OrderID,OrderDate,Product,Category,CustomerID,Region,Country,Quantity,UnitPrice,Revenue,Discount,Profit
O00687,2023-06-15,Laptop,Electronics,C0568,West,Germany,5,86,430,0,53.26
O00688,2023-10-19,Toaster,Home & Kitchen,C0626,East,Canada,4,73,292,15,48.75
O00689,2023-08-10,Hair Dryer,Beauty,C0495,East,UK,2,369,738,15,176.84
O00690,2023-08-03,Air Purifier,Home & Kitchen,C0306,South,USA,5,276,1380,0,139.48
O00691,2023-10-16,Shampoo,Beauty,C0708,North,UK,1,282,282,10,69.5
O00692,2023-01-03,Hair Dryer,Beauty,C0021,South,India,3,382,1146,10,155.26
O00693,2023-11-21,Perfume,Beauty,C0203,West,USA,2,29,58,0,8.63
O00694,2023-05-17,Laptop,Electronics,C0188,South,Canada,2,21,42,0,7.27
O00695,2023-12-24,Hair Dryer,Beauty,C0353,North,USA,5,342,1710,20,331.69
O00696,2023-10-30,Running Shoes,Sports,C0295,East,Germany,4,449,1796,20,361.63
O00697,2023-11-18,Vacuum Cleaner,Home & Kitchen,C0769,East,Canada,5,50,250,15,47.84
O00698,2023-03-05,Mixer,Home & Kitchen,C0314,North,USA,2,22,44,10,7.74
O00699,2023-05-19,Lipstick,Beauty,C0456,North,Germany,5,89,445,0,72.34
O00700,2023-03-17,Yoga Mat,Sports,C0247,West,India,4,367,1468,5,382.14
O00701,2023-07-20,Cookware Set,Home & Kitchen,C0353,West,Germany,3,468,1404,5,241.07
O00702,2023-05-24,Face Cream,Beauty,C0584,East,India,2,99,198,0,44.42
O00703,2023-01-02,Running Shoes,Sports,C0577,North,UK,3,287,861,10,153.1
O00704,2023-10-16,Football,Sports,C0220,North,UK,5,377,1885,20,192.56
O00705,2023-11-21,Air Purifier,Home & Kitchen,C0172,South,USA,4,257,1028,0,170.76
O00706,2023-06-15,Yoga Mat,Sports,C0411,South,Germany,1,252,252,15,34.32
O00707,2023-07-11,Tablet,Electronics,C0500,East,Canada,4,23,92,0,23.45
O00708,2023-08-01,Football,Sports,C0275,North,UK,2,465,930,5,210.09
O00709,2023-04-17,Tablet,Electronics,C0624,North,Canada,1,72,72,0,15.41
O00710,2023-10-24,Dumbbells,Sports,C0015,South,Germany,2,268,536,0,158.51
O00711,2023-10-11,Hair Dryer,Beauty,C0509,West,Germany,2,312,624,0,69.76
O00712,2023-05-15,Air Purifier,Home & Kitchen,C0659,West,Germany,2,453,906,15,208.86
O00713,2023-05-05,Tablet,Electronics,C0261,North,UK,5,480,2400,5,665.55
O00714,2023-10-31,Running Shoes,Sports,C0170,East,UK,4,40,160,5,39.77
O00715,2023-10-02,Tennis Racket,Sports,C0295,East,USA,5,400,2000,0,367.57
O00716,2023-04-18,Handbag,Fashion,C0210,West,Canada,5,355,1775,15,174.16
O00717,2023-12-11,Tablet,Electronics,C0543,West,UK,5,272,1360,10,301.42
O00718,2023-09-23,Lipstick,Beauty,C0607,South,Germany,1,106,106,5,15.9
O00719,2023-12-06,Football,Sports,C0528,South,UK,1,391,391,5,61.26
O00720,2023-09-28,Smartphone,Electronics,C0790,South,Canada,5,445,2225,20,426.66
O00721,2023-06-26,Laptop,Electronics,C0403,West,UK,1,442,442,5,49.8
O00722,2023-01-18,Cookware Set,Home & Kitchen,C0003,North,USA,2,173,346,5,34.4
O00723,2023-10-10,Face Cream,Beauty,C0236,South,UK,3,319,957,0,202.12
O00724,2023-01-12,Mixer,Home & Kitchen,C0532,East,UK,1,210,210,15,39.09
O00725,2023-12-04,Running Shoes,Sports,C0617,East,Germany,3,336,1008,10,261.13
O00726,2023-11-24,T-shirt,Fashion,C0282,North,Canada,1,368,368,5,35.95
O00727,2023-04-26,Perfume,Beauty,C0263,South,India,3,467,1401,5,173.04
O00728,2023-08-02,Smartphone,Electronics,C0783,East,USA,1,297,297,20,35.08
O00729,2023-08-05,Perfume,Beauty,C0358,South,USA,4,358,1432,10,376.55
O00730,2023-04-13,Running Shoes,Sports,C0779,West,UK,3,40,120,20,22.92
O00731,2023-03-03,Running Shoes,Sports,C0520,West,India,5,184,920,20,76.1
O00732,2023-12-21,Jeans,Fashion,C0339,East,India,4,115,460,10,93.33
O00733,2023-01-18,Laptop,Electronics,C0198,West,Canada,4,223,892,0,231.75
O00734,2023-10-18,Air Purifier,Home & Kitchen,C0677,East,UK,1,327,327,20,78.3
O00735,2023-03-02,Air Purifier,Home & Kitchen,C0262,South,Canada,2,26,52,5,8.12
O00736,2023-08-12,Tablet,Electronics,C0362,West,India,3,370,1110,20,217.7
O00737,2023-07-14,Jeans,Fashion,C0557,East,Germany,5,381,1905,15,404.42
O00738,2023-10-07,Shampoo,Beauty,C0242,South,Germany,5,142,710,10,169.12
O00739,2023-05-30,Mixer,Home & Kitchen,C0579,West,Germany,1,361,361,10,59.98
O00740,2023-01-17,Hair Dryer,Beauty,C0683,North,Germany,1,471,471,20,66.02
O00741,2023-02-21,Mixer,Home & Kitchen,C0363,South,UK,4,105,420,10,75.03
O00742,2023-12-05,Hair Dryer,Beauty,C0535,North,Canada,4,263,1052,20,100.6
O00743,2024-01-01,Tennis Racket,Sports,C0489,West,Germany,4,427,1708,0,339.37
O00744,2023-10-10,Toaster,Home & Kitchen,C0555,East,USA,4,167,668,10,162.86
O00745,2023-06-03,Handbag,Fashion,C0490,South,USA,2,328,656,10,82.51
O00746,2023-02-11,Sneakers,Fashion,C0005,West,Canada,2,479,958,15,238.68
O00747,2023-08-03,Jacket,Fashion,C0226,East,UK,2,48,96,15,14.88
O00748,2023-04-20,Yoga Mat,Sports,C0663,North,Canada,2,79,158,0,19.19
O00749,2023-09-11,Mixer,Home & Kitchen,C0798,South,UK,3,399,1197,10,218.83
O00750,2023-01-09,Face Cream,Beauty,C0660,East,Germany,5,377,1885,15,408.18
O00751,2023-10-14,Handbag,Fashion,C0665,South,India,2,23,46,15,4.04
O00752,2023-02-16,Tennis Racket,Sports,C0404,North,USA,3,394,1182,5,158.51
O00753,2023-08-17,Dumbbells,Sports,C0028,East,Germany,2,242,484,0,99.07
O00754,2023-09-05,Mixer,Home & Kitchen,C0340,North,Canada,1,289,289,20,62.03
O00755,2023-03-20,Running Shoes,Sports,C0199,South,UK,5,407,2035,0,393.67
O00756,2023-04-07,Shampoo,Beauty,C0065,West,UK,4,487,1948,20,254.4
O00757,2023-11-12,Running Shoes,Sports,C0689,West,India,2,434,868,20,114.0
O00758,2023-01-23,Air Purifier,Home & Kitchen,C0576,North,Germany,1,116,116,20,23.26
O00759,2023-01-28,Football,Sports,C0685,North,USA,2,325,650,20,64.01
O00760,2023-05-08,Yoga Mat,Sports,C0582,North,UK,3,262,786,10,86.34
O00761,2023-12-05,T-shirt,Fashion,C0720,West,India,3,353,1059,20,231.31
O00762,2023-01-24,Football,Sports,C0332,East,Canada,5,403,2015,0,465.66
O00763,2023-09-16,Tablet,Electronics,C0197,East,India,3,491,1473,15,368.43
O00764,2023-12-30,Laptop,Electronics,C0031,North,India,3,132,396,5,91.41
O00765,2023-02-24,Lipstick,Beauty,C0641,North,Canada,2,42,84,0,18.97
O00766,2023-08-08,Tennis Racket,Sports,C0419,East,UK,1,191,191,15,48.09
O00767,2023-12-14,Lipstick,Beauty,C0112,East,USA,5,203,1015,15,212.49
O00768,2023-07-14,Perfume,Beauty,C0490,West,Canada,3,351,1053,0,281.85
O00769,2023-10-16,Handbag,Fashion,C0604,South,Germany,5,361,1805,20,243.38
O00770,2023-01-20,Jeans,Fashion,C0746,East,India,1,272,272,20,55.63
O00771,2023-04-28,Smartphone,Electronics,C0629,East,Canada,1,424,424,0,108.39
O00772,2023-03-31,Headphones,Electronics,C0170,South,Germany,5,87,435,15,109.64
O00773,2023-06-20,Shampoo,Beauty,C0768,West,USA,4,208,832,20,102.64
O00774,2023-12-03,Yoga Mat,Sports,C0597,South,Canada,5,361,1805,15,259.11
O00775,2023-11-04,Tennis Racket,Sports,C0145,North,Germany,5,138,690,0,195.03
O00776,2023-06-15,Sneakers,Fashion,C0427,West,Germany,2,441,882,20,153.9
O00777,2023-01-17,T-shirt,Fashion,C0211,South,Germany,3,292,876,10,151.02
O00778,2023-09-07,Toaster,Home & Kitchen,C0345,North,India,5,128,640,0,186.5
O00779,2023-01-31,Handbag,Fashion,C0128,East,Germany,5,445,2225,5,594.4
O00780,2023-12-16,Perfume,Beauty,C0637,North,India,3,325,975,10,197.77
O00781,2023-07-23,Lipstick,Beauty,C0236,West,Canada,2,38,76,10,16.38
O00782,2023-04-10,T-shirt,Fashion,C0664,West,Germany,2,185,370,15,45.99
O00783,2023-12-04,Smartphone,Electronics,C0197,South,UK,1,117,117,10,16.76
O00784,2023-01-02,Vacuum Cleaner,Home & Kitchen,C0678,North,Germany,3,314,942,0,278.01
O00785,2023-07-28,Headphones,Electronics,C0158,East,UK,5,408,2040,5,483.32
O00786,2023-06-07,Face Cream,Beauty,C0078,North,India,4,338,1352,15,272.82
O00787,2023-06-09,Laptop,Electronics,C0695,East,UK,4,121,484,10,121.59
O00788,2023-01-20,Mixer,Home & Kitchen,C0224,North,Germany,5,443,2215,10,375.13
O00789,2023-06-14,Handbag,Fashion,C0314,West,Germany,4,174,696,20,94.16
O00790,2023-12-18,Laptop,Electronics,C0639,North,USA,5,165,825,5,166.21
O00791,2023-05-29,Toaster,Home & Kitchen,C0244,North,Germany,4,275,1100,10,274.69
O00792,2023-04-14,Face Cream,Beauty,C0716,West,UK,3,319,957,5,232.77
O00793,2023-03-30,Smartwatch,Electronics,C0303,East,Canada,1,332,332,20,38.28
O00794,2023-02-03,Dumbbells,Sports,C0214,East,USA,4,167,668,5,86.29
O00795,2023-10-15,Shampoo,Beauty,C0438,West,USA,1,353,353,0,75.09
O00796,2023-04-07,Dumbbells,Sports,C0225,North,Canada,2,368,736,0,181.58
O00797,2023-06-18,Dumbbells,Sports,C0286,South,USA,5,324,1620,15,248.41
O00798,2023-07-26,Vacuum Cleaner,Home & Kitchen,C0461,South,Canada,5,494,2470,0,693.47
O00799,2023-06-26,Lipstick,Beauty,C0699,East,UK,2,216,432,20,51.35
O00800,2023-02-21,Smartphone,Electronics,C0216,North,Canada,4,451,1804,20,341.36
O00801,2023-01-08,Jacket,Fashion,C0479,North,India,1,479,479,10,97.82
O00802,2023-11-19,Smartwatch,Electronics,C0288,East,Germany,1,318,318,5,76.37
O00803,2023-08-22,Perfume,Beauty,C0480,North,UK,5,393,1965,0,493.07
O00804,2023-10-18,Running Shoes,Sports,C0300,South,USA,3,119,357,15,66.24
O00805,2023-08-23,Smartphone,Electronics,C0272,South,India,4,474,1896,10,209.98
O00806,2023-06-21,Lipstick,Beauty,C0277,West,USA,5,346,1730,20,357.19
O00807,2023-03-25,Running Shoes,Sports,C0767,South,UK,4,94,376,15,81.44
O00808,2023-11-24,Mixer,Home & Kitchen,C0188,West,Germany,3,74,222,10,25.81
O00809,2023-12-30,Lipstick,Beauty,C0624,East,India,2,219,438,15,96.25
O00810,2023-01-20,Shampoo,Beauty,C0241,West,India,5,451,2255,10,323.2
O00811,2023-11-26,Tablet,Electronics,C0203,South,India,3,211,633,15,92.68
O00812,2023-02-08,Sneakers,Fashion,C0270,South,UK,3,299,897,20,171.97
O00813,2023-06-22,Smartwatch,Electronics,C0535,East,UK,4,194,776,20,114.47
O00814,2023-01-13,Headphones,Electronics,C0538,West,India,5,344,1720,15,344.3
O00815,2023-07-28,Air Purifier,Home & Kitchen,C0496,West,USA,1,336,336,20,78.78
O00816,2023-11-23,Handbag,Fashion,C0305,North,UK,4,21,84,10,13.97
O00817,2023-04-10,Vacuum Cleaner,Home & Kitchen,C0592,East,Canada,3,394,1182,15,149.92
O00818,2023-04-18,Air Purifier,Home & Kitchen,C0224,East,India,2,396,792,10,82.83
O00819,2023-04-14,Smartwatch,Electronics,C0510,West,UK,3,39,117,5,32.65
O00820,2023-11-05,Yoga Mat,Sports,C0410,East,UK,1,156,156,5,33.19
O00821,2023-01-15,Jacket,Fashion,C0372,North,Germany,3,244,732,20,120.68
O00822,2023-12-24,Cookware Set,Home & Kitchen,C0360,East,UK,3,71,213,20,21.19
O00823,2023-01-13,Dumbbells,Sports,C0006,West,India,4,104,416,5,98.8
O00824,2023-04-21,Toaster,Home & Kitchen,C0517,East,Germany,1,138,138,10,30.59
O00825,2023-09-21,Face Cream,Beauty,C0710,South,Canada,2,449,898,15,83.81
O00826,2023-04-03,Running Shoes,Sports,C0392,North,UK,1,148,148,0,20.57
O00827,2023-09-01,Handbag,Fashion,C0609,North,India,3,64,192,15,39.4
O00828,2023-05-22,Perfume,Beauty,C0627,West,Canada,4,261,1044,15,168.55
O00829,2023-02-12,Dumbbells,Sports,C0691,West,Canada,2,327,654,20,151.83
O00830,2023-01-30,Hair Dryer,Beauty,C0557,West,Canada,1,404,404,0,47.91
O00831,2023-12-18,Smartwatch,Electronics,C0413,South,Germany,4,322,1288,5,302.24
O00832,2023-02-22,T-shirt,Fashion,C0472,South,Germany,2,452,904,0,108.66
O00833,2023-08-06,Handbag,Fashion,C0697,South,Germany,5,442,2210,5,490.4
O00834,2023-11-29,Headphones,Electronics,C0032,West,India,4,186,744,10,174.43
O00835,2023-02-27,Tablet,Electronics,C0529,East,Canada,3,391,1173,10,129.35
O00836,2023-09-25,Smartwatch,Electronics,C0440,South,Canada,3,102,306,20,59.05
O00837,2023-11-04,Smartphone,Electronics,C0416,West,India,4,187,748,5,162.3
O00838,2023-10-15,Jeans,Fashion,C0320,South,USA,1,102,102,20,21.1
O00839,2023-10-01,Jeans,Fashion,C0630,West,Canada,5,422,2110,15,496.6
O00840,2023-02-21,Air Purifier,Home & Kitchen,C0459,North,Germany,5,437,2185,5,597.22
O00841,2023-05-13,Tablet,Electronics,C0414,West,India,2,286,572,0,64.82
O00842,2023-11-07,Perfume,Beauty,C0033,West,India,1,317,317,15,74.1
O00843,2023-02-02,Running Shoes,Sports,C0455,East,UK,2,189,378,15,87.35
O00844,2023-12-27,Face Cream,Beauty,C0115,North,UK,3,28,84,20,17.91
O00845,2023-07-14,Toaster,Home & Kitchen,C0493,North,Germany,4,93,372,0,71.91
O00846,2023-08-30,Perfume,Beauty,C0650,North,USA,3,164,492,10,54.97
O00847,2023-08-11,Vacuum Cleaner,Home & Kitchen,C0406,East,India,1,330,330,15,54.13
O00848,2023-09-21,Lipstick,Beauty,C0699,South,Canada,2,451,902,0,249.96
O00849,2023-01-20,Smartphone,Electronics,C0009,South,Germany,4,131,524,15,85.16
O00850,2023-11-13,Cookware Set,Home & Kitchen,C0629,East,Canada,5,82,410,20,81.91
O00851,2023-10-02,Smartphone,Electronics,C0656,East,India,4,262,1048,20,172.54
O00852,2023-02-05,Headphones,Electronics,C0210,West,Canada,4,66,264,0,28.2
O00853,2023-04-05,Football,Sports,C0326,South,USA,5,53,265,15,38.86
O00854,2023-06-04,Football,Sports,C0685,East,Canada,2,122,244,0,69.44
O00855,2023-07-02,Handbag,Fashion,C0669,South,India,3,21,63,10,10.16
O00856,2023-07-11,Air Purifier,Home & Kitchen,C0655,North,USA,5,356,1780,5,257.35
O00857,2023-09-03,Mixer,Home & Kitchen,C0756,West,UK,1,174,174,10,42.01
O00858,2023-11-03,Tennis Racket,Sports,C0226,West,Germany,3,177,531,0,99.59
O00859,2023-11-28,Mixer,Home & Kitchen,C0276,North,India,5,441,2205,5,550.36
O00860,2023-06-02,Air Purifier,Home & Kitchen,C0591,East,Canada,3,150,450,5,76.26
O00861,2023-12-19,Vacuum Cleaner,Home & Kitchen,C0218,North,India,2,479,958,20,84.88
O00862,2023-02-19,Shampoo,Beauty,C0069,East,Canada,1,139,139,10,35.12
O00863,2023-07-27,Mixer,Home & Kitchen,C0167,South,Germany,5,104,520,5,107.36
O00864,2023-04-08,Laptop,Electronics,C0140,North,UK,3,435,1305,20,269.93
O00865,2023-01-10,Headphones,Electronics,C0633,West,Canada,4,286,1144,0,230.15
O00866,2023-10-24,Hair Dryer,Beauty,C0727,South,USA,2,298,596,15,117.11
O00867,2023-05-10,Running Shoes,Sports,C0356,West,Canada,5,134,670,0,131.13
O00868,2023-02-02,Dumbbells,Sports,C0094,North,USA,2,218,436,20,86.79
O00869,2023-03-23,Smartwatch,Electronics,C0285,South,India,1,173,173,0,43.07
O00870,2023-02-27,Yoga Mat,Sports,C0372,South,USA,1,430,430,5,59.56
O00871,2023-05-28,Tablet,Electronics,C0639,West,India,5,461,2305,0,373.43
O00872,2023-11-18,Smartphone,Electronics,C0423,East,Canada,3,368,1104,5,143.12
O00873,2023-05-21,Perfume,Beauty,C0369,North,Germany,1,232,232,10,54.46
O00874,2023-03-04,Yoga Mat,Sports,C0145,North,Canada,2,495,990,0,175.29
O00875,2023-06-02,Face Cream,Beauty,C0248,East,India,1,239,239,0,52.53
O00876,2023-05-01,Hair Dryer,Beauty,C0592,West,UK,3,218,654,20,53.97
O00877,2023-01-06,Dumbbells,Sports,C0063,North,Germany,4,449,1796,5,185.41
O00878,2023-08-08,Mixer,Home & Kitchen,C0251,North,USA,3,293,879,20,200.55
O00879,2023-01-10,Jacket,Fashion,C0522,East,India,5,236,1180,10,119.17
O00880,2023-09-01,T-shirt,Fashion,C0487,North,USA,2,267,534,10,124.91
O00881,2023-01-15,T-shirt,Fashion,C0346,North,UK,2,124,248,5,54.56
O00882,2023-06-17,Running Shoes,Sports,C0759,South,Germany,2,54,108,0,19.89
O00883,2023-07-02,Hair Dryer,Beauty,C0225,East,UK,4,364,1456,15,206.82
O00884,2023-03-07,Face Cream,Beauty,C0361,East,India,5,78,390,5,99.49
O00885,2023-07-13,Smartphone,Electronics,C0465,North,Germany,1,399,399,20,63.18
O00886,2023-02-06,Laptop,Electronics,C0389,West,UK,3,393,1179,0,182.67
O00887,2023-09-06,Air Purifier,Home & Kitchen,C0015,South,India,5,219,1095,15,251.41
O00888,2023-10-08,Jacket,Fashion,C0631,East,Germany,3,65,195,15,27.78
O00889,2023-05-27,Vacuum Cleaner,Home & Kitchen,C0752,West,USA,1,161,161,20,18.9
O00890,2023-11-28,Tablet,Electronics,C0262,North,India,2,191,382,0,101.07
O00891,2023-07-13,Shampoo,Beauty,C0010,West,UK,4,366,1464,20,310.87
O00892,2023-09-09,Toaster,Home & Kitchen,C0518,North,Germany,2,251,502,20,46.89
O00893,2023-08-27,Toaster,Home & Kitchen,C0042,South,Canada,3,380,1140,0,191.86
O00894,2023-02-28,Hair Dryer,Beauty,C0479,East,USA,5,74,370,10,94.81
O00895,2023-09-23,Headphones,Electronics,C0632,West,Canada,1,112,112,10,19.5
O00896,2023-12-28,Air Purifier,Home & Kitchen,C0545,North,Canada,1,114,114,0,25.61
O00897,2023-06-27,Shampoo,Beauty,C0460,South,Germany,2,496,992,10,187.32
O00898,2023-03-04,Hair Dryer,Beauty,C0565,West,USA,4,399,1596,15,295.38
O00899,2023-07-14,Cookware Set,Home & Kitchen,C0062,South,UK,2,329,658,10,132.36
O00900,2023-08-12,Handbag,Fashion,C0680,East,UK,5,80,400,20,59.48
O00901,2023-04-27,Vacuum Cleaner,Home & Kitchen,C0637,North,USA,5,65,325,10,42.77
O00902,2023-02-05,Lipstick,Beauty,C0481,West,India,2,64,128,10,22.02
O00903,2023-12-17,Jacket,Fashion,C0046,West,Canada,1,281,281,15,29.68
O00904,2023-11-09,Sneakers,Fashion,C0107,South,India,5,21,105,15,9.97
O00905,2023-06-13,Face Cream,Beauty,C0080,North,USA,4,109,436,10,76.85
O00906,2023-07-08,Hair Dryer,Beauty,C0095,North,Germany,4,385,1540,0,335.01
O00907,2023-09-03,Mixer,Home & Kitchen,C0018,West,Canada,3,357,1071,5,240.53
O00908,2023-08-19,Hair Dryer,Beauty,C0668,East,USA,5,303,1515,15,177.63
O00909,2023-01-25,Smartwatch,Electronics,C0034,South,Germany,2,325,650,20,112.49
O00910,2023-09-27,Tablet,Electronics,C0677,East,UK,1,453,453,0,111.86
O00911,2023-03-16,Smartwatch,Electronics,C0718,East,India,3,473,1419,5,396.11
O00912,2023-02-09,Tablet,Electronics,C0282,West,India,5,331,1655,15,321.22
O00913,2023-06-08,Toaster,Home & Kitchen,C0188,North,USA,3,413,1239,10,326.23
O00914,2023-02-05,Dumbbells,Sports,C0109,East,Canada,5,257,1285,20,211.4
O00915,2023-01-13,Air Purifier,Home & Kitchen,C0358,West,UK,3,247,741,5,139.96
O00916,2023-08-05,Hair Dryer,Beauty,C0099,North,Germany,1,423,423,20,72.17
O00917,2023-09-03,Dumbbells,Sports,C0369,South,Germany,4,298,1192,0,198.38
O00918,2023-02-28,Face Cream,Beauty,C0421,South,India,1,456,456,10,77.38
O00919,2023-06-19,T-shirt,Fashion,C0289,West,UK,1,455,455,20,99.51
O00920,2023-12-14,Football,Sports,C0699,North,Canada,1,361,361,5,77.58
O00921,2023-06-13,Perfume,Beauty,C0597,West,UK,2,215,430,10,114.44
O00922,2023-11-30,Tablet,Electronics,C0529,East,UK,5,314,1570,20,214.92
O00923,2023-09-20,Cookware Set,Home & Kitchen,C0501,South,USA,4,181,724,10,128.49
O00924,2023-08-05,Laptop,Electronics,C0180,North,Germany,1,170,170,10,37.08
O00925,2023-01-12,Perfume,Beauty,C0760,West,India,3,81,243,10,40.68
O00926,2023-10-20,Cookware Set,Home & Kitchen,C0390,South,USA,1,401,401,10,58.05
O00927,2023-03-31,Hair Dryer,Beauty,C0632,East,Canada,5,338,1690,20,275.18
O00928,2023-05-10,Smartwatch,Electronics,C0008,South,Canada,1,381,381,20,42.47
O00929,2023-09-28,Tablet,Electronics,C0219,East,Germany,5,138,690,15,128.41
O00930,2023-02-04,Yoga Mat,Sports,C0247,West,USA,4,271,1084,0,306.74
O00931,2023-03-26,Sneakers,Fashion,C0099,South,Germany,1,244,244,5,46.46
O00932,2023-12-11,Perfume,Beauty,C0574,West,Germany,5,236,1180,15,290.41
O00933,2023-09-27,Tennis Racket,Sports,C0744,East,USA,4,189,756,0,139.86
O00934,2023-03-29,Handbag,Fashion,C0603,East,USA,2,486,972,5,124.4
O00935,2023-05-31,Headphones,Electronics,C0370,South,India,5,170,850,15,194.24
O00936,2023-10-17,Yoga Mat,Sports,C0123,West,Germany,2,230,460,15,95.34
O00937,2023-08-03,T-shirt,Fashion,C0446,North,Canada,5,347,1735,10,306.99
O00938,2023-10-16,Face Cream,Beauty,C0008,South,USA,1,83,83,10,10.99
O00939,2023-02-16,Tablet,Electronics,C0795,North,UK,5,150,750,0,137.49
O00940,2023-12-25,Tablet,Electronics,C0111,South,Germany,3,103,309,20,69.38
O00941,2023-01-03,Smartwatch,Electronics,C0645,West,India,1,403,403,10,58.01
O00942,2023-04-16,Handbag,Fashion,C0335,East,India,4,302,1208,20,262.44
O00943,2023-06-21,Tablet,Electronics,C0107,West,Canada,3,422,1266,10,167.29
O00944,2023-03-20,Jeans,Fashion,C0576,East,UK,1,344,344,5,65.86
O00945,2023-07-31,Football,Sports,C0181,West,India,5,491,2455,10,251.77
O00946,2023-08-25,Mixer,Home & Kitchen,C0609,South,Canada,3,434,1302,10,158.78
O00947,2023-08-18,Shampoo,Beauty,C0385,South,UK,3,62,186,0,34.81
O00948,2023-06-15,Smartwatch,Electronics,C0297,North,Germany,2,218,436,15,58.16
O00949,2023-07-13,Perfume,Beauty,C0079,West,USA,4,27,108,10,11.99
O00950,2023-06-04,Running Shoes,Sports,C0736,North,Canada,5,157,785,5,117.96
O00951,2023-04-17,Shampoo,Beauty,C0113,West,Germany,2,137,274,20,22.64
O00952,2023-02-25,Tablet,Electronics,C0774,West,UK,3,279,837,15,95.82
O00953,2023-10-07,Dumbbells,Sports,C0067,West,India,5,147,735,15,87.38
O00954,2023-06-19,Jeans,Fashion,C0652,West,India,4,77,308,0,66.28
O00955,2023-07-17,Lipstick,Beauty,C0404,North,UK,5,40,200,0,57.66
O00956,2023-11-08,Dumbbells,Sports,C0366,North,USA,2,63,126,15,23.29
O00957,2023-05-15,Lipstick,Beauty,C0596,East,USA,3,27,81,0,17.28
O00958,2023-12-14,Perfume,Beauty,C0712,West,UK,4,63,252,20,21.58
O00959,2023-06-30,Handbag,Fashion,C0312,North,Canada,2,337,674,10,77.5
O00960,2023-06-26,Smartphone,Electronics,C0083,East,Canada,4,208,832,10,85.91
O00961,2023-12-27,Yoga Mat,Sports,C0052,West,UK,1,334,334,20,28.06
O00962,2023-07-24,Lipstick,Beauty,C0195,West,UK,3,440,1320,15,141.83
O00963,2023-03-08,Jacket,Fashion,C0657,South,Canada,3,272,816,15,134.79
O00964,2023-04-06,Face Cream,Beauty,C0212,West,USA,1,199,199,5,47.55
O00965,2023-08-29,Lipstick,Beauty,C0009,North,Canada,4,190,760,5,72.47
O00966,2023-04-28,Lipstick,Beauty,C0710,North,Canada,1,225,225,0,42.85
O00967,2023-09-16,Lipstick,Beauty,C0532,South,Canada,2,204,408,15,42.66
O00968,2023-07-12,Mixer,Home & Kitchen,C0527,East,UK,2,487,974,0,277.43
O00969,2023-02-02,Headphones,Electronics,C0532,North,Canada,3,89,267,0,28.34
O00970,2023-11-25,Face Cream,Beauty,C0374,South,Canada,5,192,960,10,171.35
O00971,2023-12-29,Perfume,Beauty,C0381,South,USA,3,323,969,20,209.06
O00972,2023-03-24,Toaster,Home & Kitchen,C0429,South,Canada,5,418,2090,20,334.17
O00973,2023-08-24,Mixer,Home & Kitchen,C0475,West,UK,5,75,375,5,55.55
O00974,2023-10-28,Sneakers,Fashion,C0286,West,Germany,2,190,380,0,106.0
O00975,2023-04-28,Dumbbells,Sports,C0650,South,India,2,408,816,0,172.44
O00976,2023-02-19,Dumbbells,Sports,C0681,East,India,5,366,1830,15,274.5
O00977,2023-01-04,Jacket,Fashion,C0721,South,UK,2,86,172,15,30.91
O00978,2023-01-21,Dumbbells,Sports,C0427,South,USA,5,28,140,15,18.56
O00979,2023-06-21,Vacuum Cleaner,Home & Kitchen,C0274,East,Germany,4,489,1956,5,515.63
O00980,2023-10-23,Yoga Mat,Sports,C0043,South,USA,5,322,1610,0,478.39
O00981,2023-12-16,Lipstick,Beauty,C0025,South,Germany,1,184,184,5,41.95
O00982,2023-02-06,Smartphone,Electronics,C0689,South,Germany,4,437,1748,15,425.92
O00983,2023-04-18,Laptop,Electronics,C0682,South,Canada,4,144,576,0,165.36
O00984,2023-12-21,Jacket,Fashion,C0640,South,UK,4,58,232,5,39.48
O00985,2023-03-06,Handbag,Fashion,C0487,North,UK,1,274,274,10,27.95
O00986,2023-05-07,Jeans,Fashion,C0250,South,UK,4,198,792,20,66.14
O00987,2023-01-06,Hair Dryer,Beauty,C0648,East,USA,5,86,430,15,63.39
O00988,2023-05-20,Cookware Set,Home & Kitchen,C0154,West,India,2,67,134,5,34.15
O00989,2023-01-24,Football,Sports,C0095,East,USA,4,175,700,5,76.01
O00990,2023-01-06,Jacket,Fashion,C0768,South,India,3,294,882,0,143.16
O00991,2023-06-17,Smartwatch,Electronics,C0353,West,Germany,2,413,826,20,85.15
O00992,2023-07-16,Tennis Racket,Sports,C0232,West,UK,1,317,317,10,74.13
O00993,2023-09-02,T-shirt,Fashion,C0230,North,USA,1,271,271,5,70.42
O00994,2023-09-19,Vacuum Cleaner,Home & Kitchen,C0161,East,India,1,425,425,10,99.62
O00995,2023-03-16,Perfume,Beauty,C0242,North,India,3,104,312,5,71.61
O00996,2023-02-07,Yoga Mat,Sports,C0672,South,Canada,5,180,900,20,150.69
O00997,2023-02-12,Cookware Set,Home & Kitchen,C0475,East,India,2,276,552,0,102.6
O00998,2023-10-30,Lipstick,Beauty,C0537,East,UK,2,80,160,0,33.24
O00999,2023-02-28,Headphones,Electronics,C0656,East,Canada,4,476,1904,0,476.59
O01000,2023-02-06,Mixer,Home & Kitchen,C0642,South,Canada,2,469,938,10,209.95
O01001,2023-03-02,Yoga Mat,Sports,C0347,South,USA,2,263,526,5,139.1
